GeoID,ZipCode,MeanIncome
860Z200US02421,02421,283094.0
860Z200US02445,02445,230204.0
860Z200US02446,02446,184377.0
860Z200US02451,02451,157127.0
860Z200US02452,02452,143253.0
860Z200US02453,02453,136320.0
860Z200US02457,02457,
860Z200US02458,02458,209375.0
860Z200US02459,02459,305451.0
860Z200US02460,02460,213613.0
860Z200US02461,02461,276755.0
860Z200US02462,02462,255520.0
860Z200US02464,02464,192741.0
860Z200US02465,02465,268598.0
860Z200US02466,02466,239740.0
860Z200US02467,02467,284716.0
860Z200US02468,02468,382381.0
860Z200US02472,02472,158899.0
860Z200US02474,02474,182939.0
860Z200US02476,02476,203271.0
860Z200US02478,02478,239294.0
860Z200US02481,02481,406233.0
860Z200US02482,02482,323764.0
860Z200US02492,02492,291189.0
860Z200US02493,02493,418972.0
860Z200US02494,02494,262727.0
860Z200US02532,02532,116383.0
860Z200US02534,02534,260687.0
860Z200US02535,02535,219490.0
860Z200US02536,02536,134770.0
860Z200US02537,02537,162224.0
860Z200US02538,02538,113579.0
860Z200US02539,02539,226526.0
860Z200US02540,02540,138095.0
860Z200US02542,02542,70154.0
860Z200US02543,02543,149453.0
860Z200US02553,02553,
860Z200US02554,02554,197446.0
860Z200US02556,02556,167423.0
860Z200US02557,02557,161971.0
860Z200US02558,02558,86282.0
860Z200US02559,02559,123205.0
860Z200US02561,02561,102787.0
860Z200US02562,02562,148965.0
860Z200US02563,02563,157132.0
860Z200US02564,02564,85379.0
860Z200US02568,02568,133365.0
860Z200US02571,02571,110754.0
860Z200US02575,02575,215308.0
860Z200US02576,02576,96093.0
860Z200US02584,02584,
860Z200US02601,02601,86079.0
860Z200US02630,02630,181282.0
860Z200US02631,02631,150854.0
860Z200US02632,02632,142383.0
860Z200US02633,02633,180820.0
860Z200US02635,02635,162587.0
860Z200US02637,02637,190119.0
860Z200US02638,02638,152888.0
860Z200US02639,02639,83190.0
860Z200US02641,02641,154068.0
860Z200US02642,02642,105334.0
860Z200US02643,02643,
860Z200US02644,02644,132620.0
860Z200US02645,02645,119506.0
860Z200US02646,02646,123641.0
860Z200US02647,02647,188842.0
860Z200US02648,02648,134540.0
860Z200US02649,02649,133878.0
860Z200US02650,02650,236357.0
860Z200US02652,02652,130934.0
860Z200US02653,02653,140593.0
860Z200US02655,02655,185027.0
860Z200US02657,02657,161675.0
860Z200US02659,02659,131139.0
860Z200US02660,02660,110038.0
860Z200US02663,02663,232893.0
860Z200US02664,02664,113057.0
860Z200US02666,02666,122074.0
860Z200US02667,02667,116234.0
860Z200US02668,02668,115558.0
860Z200US02670,02670,141482.0
860Z200US02671,02671,161981.0
860Z200US02672,02672,
860Z200US02673,02673,96694.0
860Z200US02675,02675,136873.0
860Z200US02702,02702,142455.0
860Z200US02703,02703,112177.0
860Z200US02713,02713,190439.0
860Z200US02715,02715,152538.0
860Z200US02717,02717,157150.0
860Z200US02718,02718,115070.0
860Z200US02719,02719,126236.0
860Z200US02720,02720,78278.0
860Z200US02721,02721,70458.0
860Z200US02723,02723,69978.0
860Z200US02724,02724,65440.0
860Z200US02725,02725,241351.0
860Z200US02726,02726,122133.0
860Z200US02738,02738,206503.0
860Z200US02739,02739,169034.0
860Z200US02740,02740,71436.0
860Z200US02743,02743,122853.0
860Z200US02744,02744,64894.0
860Z200US02745,02745,89393.0
860Z200US02746,02746,58881.0
860Z200US02747,02747,117692.0
860Z200US02748,02748,151260.0
860Z200US02760,02760,134766.0
860Z200US02762,02762,120495.0
860Z200US02763,02763,138649.0
860Z200US02764,02764,142341.0
860Z200US02766,02766,151282.0
860Z200US02767,02767,137162.0
860Z200US02769,02769,142558.0
860Z200US02770,02770,144512.0
860Z200US02771,02771,134041.0
860Z200US02777,02777,125724.0
860Z200US02779,02779,156928.0
860Z200US02780,02780,93953.0
860Z200US02790,02790,128078.0
860Z200US02791,02791,121614.0
860Z200US02802,02802,107596.0
860Z200US02804,02804,130715.0
860Z200US02806,02806,209984.0
860Z200US02807,02807,83433.0
860Z200US02808,02808,106303.0
860Z200US02809,02809,126212.0
860Z200US02812,02812,137686.0
